,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY.TV,DUR,HH.RTG,HH.SHR,HH.IMP,P2..IMP,HOME.TV,DUR.1,HH.RTG.1,HH.SHR.1,HH.IMP.1,P2..IMP.1,NAT.TV,CN.TV
381,380,Wed,12/14/2016,8:30:00 PM,7:30:00 PM,DET,DAL,FSD,150,1.6,3,30,42,FSSW-DAL,150,0.7,1,19,25,,
382,381,Wed,12/14/2016,9:00:00 PM,7:00:00 PM,OKC,UTA,FSOK,150,5.3,8,38,NA,ROOT-RM,150,4.7,9,44,,,
383,382,Wed,12/14/2016,9:30:00 PM,8:30:00 PM,BOS,SAS,CSN-NE,150,1.4,3,35,40,FSSW-SA,150,4.3,8,40,,ESPN,
384,383,Thu,12/15/2016,8:00:00 PM,7:00:00 PM,CHI,MIL,WGN,165,3.1,5,106,155,,NA,,,,,TNT,
385,384,Thu,12/15/2016,8:00:00 PM,7:00:00 PM,IND,NOP,FSI,150,3,5,33,NA,FSNO,150,1.4,2,9,,,
386,385,Thu,12/15/2016,9:00:00 PM,7:00:00 PM,POR,DEN,CSN-POR,150,1.6,2,18,25,ASE,150,0.5,1,9,12,,
387,386,Thu,12/15/2016,9:00:00 PM,7:00:00 PM,SAS,PHX,KMYS,150,7.3,13,69,NA,FSA,150,1.4,2,27,34,,
388,387,Thu,12/15/2016,10:30:00 PM,7:30:00 PM,NYK,GSW,,NA,,NA,NA,NA,CSN-BA,150,8.3,15,207,302,TNT,
389,388,Fri,12/16/2016,7:00:00 PM,7:00:00 PM,DET,WAS,FSD,150,1.5,3,29,35,CSN-W,150,1.1,2,26,29,,
390,389,Fri,12/16/2016,7:00:00 PM,7:00:00 PM,BRK,ORL,YES,165,0.5,1,38,42,FSFL,165,0.6,1,8,13,,
391,390,Fri,12/16/2016,7:30:00 PM,7:30:00 PM,CHA,BOS,FSSE-CHA,150,0.8,1,9,15,CSN-NE,150,2.1,4,50,69,,
392,391,Fri,12/16/2016,7:30:00 PM,7:30:00 PM,ATL,TOR,FSSE-ATL,150,1.4,3,35,51,TSN,NA,,,,,,TSN
393,392,Fri,12/16/2016,8:00:00 PM,7:00:00 PM,MIL,CHI,FSNWI,135,2.7,4,24,NA,CSN-C,135,2,4,68,95,,
394,393,Fri,12/16/2016,8:00:00 PM,7:00:00 PM,SAC,MEM,CSN-S,150,1.2,2,17,32,FSSE-MEM,150,2.9,4,19,,,
395,394,Fri,12/16/2016,8:00:00 PM,7:00:00 PM,NOP,HOU,FSNO,150,0.4,1.2,3,NA,ROOT-SW,150,2.7,5,65,108,,
396,395,Fri,12/16/2016,8:00:00 PM,8:00:00 PM,LAL,PHI,SpecSN/D,165,0.9,2,49,72,CSN-P,165,0.7,1,21,34,ESPN,
397,396,Fri,12/16/2016,8:00:00 PM,8:00:00 PM,LAC,MIA,FSNP,165,1,2,54,81,FS-SUN,165,2.1,4,35,48,,
398,397,Fri,12/16/2016,10:30:00 PM,8:30:00 PM,DAL,UTA,FSSW-DAL,165,0.5,1,14,14,ROOT-RM,150,4,8,36,,ESPN,
399,398,Sat,12/17/2016,5:00:00 PM,4:00:00 PM,PHX,OKC,FSA,150,0.8,2,15,20,FSOK,150,6.1,10,44,,,
400,399,Sat,12/17/2016,7:00:00 PM,7:00:00 PM,IND,DET,FSI,150,2.6,4,28,NA,FSD+,150,0.6,1,12,13,,
401,400,Sat,12/17/2016,7:30:00 PM,7:30:00 PM,CHA,ATL,FSSE-CHA,150,0.8,2,9,13,FSSE-ATL,150,0.9,2,22,36,,
402,401,Sat,12/17/2016,7:30:00 PM,7:30:00 PM,LAL,CLE,SpecSN/D,135,1.3,3,72,109,FSO,135,6.9,12,103,167,,
403,402,Sat,12/17/2016,8:00:00 PM,7:00:00 PM,HOU,MIN,ROOT-SW,180,1.9,4,46,73,FSNN-MIN,180,2,4,34,50,,
404,403,Sat,12/17/2016,9:00:00 PM,7:00:00 PM,NYK,DEN,MSG,150,1,2,75,94,ASE,150,0.6,1,10,14,,
405,404,Sat,12/17/2016,10:30:00 PM,7:30:00 PM,POR,GSW,CSN-POR,150,1.9,3,21,37,CSN-BA,150,9.2,20,228,344,,
406,405,Sun,12/18/2016,3:30:00 PM,3:30:00 PM,LAC,WAS,FSNP,165,0.7,2,36,51,CSN-W,165,0.4,1,10,16,,
407,406,Sun,12/18/2016,6:00:00 PM,5:00:00 PM,UTA,MEM,ROOT-RM,150,3.8,8,35,NA,FSSE-MEM,150,1.2,2,7,,,
408,407,Sun,12/18/2016,6:00:00 PM,6:00:00 PM,BRK,PHI,YES,165,0.3,1,25,53,TCN-P,165,1.2,2,36,51,,
409,408,Sun,12/18/2016,6:00:00 PM,6:00:00 PM,TOR,ORL,TSN2,NA,,NA,NA,NA,FSFL,150,0.3,1,5,7,,TSN2
410,409,Sun,12/18/2016,6:00:00 PM,6:00:00 PM,BOS,MIA,CSN-NE,165,0.9,1,22,28,FS-SUN,165,1.5,3,25,35,,
411,410,Sun,12/18/2016,7:00:00 PM,6:00:00 PM,SAC,DAL,CSN-S,135,0.8,2,10,18,FSSW-DAL,150,0.7,1,19,21,NBA TV,
412,411,Sun,12/18/2016,7:00:00 PM,6:00:00 PM,NOP,SAS,FSNO,150,0.6,1,4,NA,FSSW-SA,135,4.8,8,45,,,
413,412,Mon,12/19/2016,7:00:00 PM,7:00:00 PM,WAS,IND,CSN-W,150,0.2,0,6,8,FSI,150,3.7,6,40,,,
414,413,Mon,12/19/2016,8:00:00 PM,7:00:00 PM,DET,CHI,FSD,120,1.2,2,22,32,CSN-C,135,2.6,4,90,117,,
415,414,Mon,12/19/2016,8:00:00 PM,7:00:00 PM,ATL,OKC,FSSE-ATL,150,1.3,2,30,47,FSOK,150,7.78,11.3,56.3,,,
416,415,Mon,12/19/2016,8:00:00 PM,7:00:00 PM,PHX,MIN,FSA+,150,0.9,2,17,26,FSNN-MIN,150,1.7,3,30,33,NBA TV,
417,416,Mon,12/19/2016,9:00:00 PM,7:00:00 PM,DAL,DEN,FSSW-DAL,150,0.7,1,20,23,ASE,150,0.6,1,11,12,,
418,417,Tue,12/20/2016,7:00:00 PM,7:00:00 PM,NOP,PHI,FSNO,150,1.79,2.7,11.5,NA,CSN-P,150,1.8,3,54,67,,
419,418,Tue,12/20/2016,7:00:00 PM,7:00:00 PM,LAL,CHA,SpecSN/D,150,1.5,4,85,110,FSSE-CHA,150,1.21,2,14.2,20,,
420,419,Tue,12/20/2016,7:30:00 PM,7:30:00 PM,BRK,TOR,YES,135,0.2,0,12,15,SN1,NA,,,,,,SN1
421,420,Tue,12/20/2016,7:30:00 PM,7:30:00 PM,IND,NYK,FSI,150,4.3,7,47,NA,MSG,150,3.2,5,233,303,,
422,421,Tue,12/20/2016,7:30:00 PM,7:30:00 PM,ORL,MIA,FSFL,210,1.2,2,19,25,FS-SUN,210,3,5,51,74,,
423,422,Tue,12/20/2016,8:00:00 PM,7:00:00 PM,CLE,MIL,FSO,165,8.4,13,126,220,FSNWI,165,3.2,5,29,,,
424,423,Tue,12/20/2016,8:00:00 PM,7:00:00 PM,BOS,MEM,CSN-NE,180,2,4,50,77,FSSE-MEM,150,3.1,4.363636364,19.63636364,,,
425,424,Tue,12/20/2016,8:00:00 PM,7:00:00 PM,SAS,HOU,FSSW-SA,150,6.6,11,62,NA,ROOT-SW,150,3.3,6,82,113,NBA TV,
426,425,Tue,12/20/2016,10:30:00 PM,7:30:00 PM,DEN,LAC,ASE,150,0.4,1,6,7,FSNP,150,1.3,2,70,89,,
427,426,Tue,12/20/2016,10:30:00 PM,7:30:00 PM,UTA,GSW,ROOT-RM,150,3.84,7.4,35,NA,CSN-BA,150,9.8,19,245,363,NBA TV,
428,427,Tue,12/20/2016,10:30:00 PM,7:30:00 PM,POR,SAC,CSN-POR,150,2.2,4,25,38,CSN-S,150,1,2,13,18,,
429,428,Wed,12/21/2016,7:00:00 PM,7:00:00 PM,MIL,CLE,FSNWI,150,2.3,4,21,NA,FSO,150,7.9,13,119,205,NBA TV,
430,429,Wed,12/21/2016,7:30:00 PM,7:30:00 PM,MIN,ATL,FSNN-MIN,135,2.4,5,42,53,FSSE-ATL,135,1.2,2,30,44,,
431,430,Wed,12/21/2016,7:30:00 PM,7:30:00 PM,MEM,DET,FSSE-MEM,150,1.909090909,2.727272727,12.09090909,NA,FSD,150,1.2,2,22,29,,
432,431,Wed,12/21/2016,8:00:00 PM,7:00:00 PM,WAS,CHI,CSN-W,150,1,2,25,37,CSN-C,150,3.2,6,110,145,,
433,432,Wed,12/21/2016,8:00:00 PM,7:00:00 PM,OKC,NOP,FSOK,150,6.98,11.4,50.3,NA,FSNO,150,2.59,3.9,16.6,,,
434,433,Wed,12/21/2016,9:00:00 PM,7:00:00 PM,SAC,UTA,CSN-S,150,1.6,3,21,28,ROOT-RM,150,3.46,6.3,31.7,,,
435,434,Wed,12/21/2016,9:00:00 PM,7:00:00 PM,HOU,PHX,ROOT-SW,150,2.8,5,68,100,FSA,150,1.1,2,21,29,,
436,435,Wed,12/21/2016,10:00:00 PM,7:00:00 PM,DAL,POR,FSSW-DAL,165,1,2,28,31,CSN-POR,150,2.5,4,28,45,NBA TV,
437,436,Thu,12/22/2016,7:30:00 PM,7:30:00 PM,GSW,BRK,CSN-BA,150,6.4,16,160,235,YES,150,0.7,1,55,84,,
438,437,Thu,12/22/2016,7:30:00 PM,7:30:00 PM,ORL,NYK,FSFL,150,0.8,1,13,19,MSG,150,1.8,3,130,159,,
439,438,Thu,12/22/2016,7:30:00 PM,7:30:00 PM,LAL,MIA,SpecSN/D,165,1.1,2,61,91,FS-SUN,180,3.1,6,53,81,,
440,439,Thu,12/22/2016,8:00:00 PM,8:00:00 PM,BOS,IND,CSN-NE,150,1.4,2,34,46,,NA,,,,,TNT,
441,440,Thu,12/22/2016,10:30:00 PM,7:30:00 PM,SAS,LAC,KENS,150,6.3,12,59,NA,FSNP,165,1,2,55,74,TNT,
442,441,Fri,12/23/2016,7:00:00 PM,7:00:00 PM,CHI,CHA,WGN,150,3,6,104,141,FSSE-CHA,150,1.11,2.2,13.1,18,,
443,442,Fri,12/23/2016,7:00:00 PM,7:00:00 PM,LAL,ORL,SpecSN/D,150,0.8,2,46,72,FSFL,150,0.9,2,13,21,,
444,443,Fri,12/23/2016,7:30:00 PM,7:30:00 PM,BRK,CLE,YES,150,0.8,1,57,93,FSO,135,6.3,12,95,153,,
445,444,Fri,12/23/2016,7:30:00 PM,7:30:00 PM,OKC,BOS,FSOK,150,6.69,11.2,48.4,NA,CSN-NE,150,2.7,5,66,87,NBA TV,
446,445,Fri,12/23/2016,7:30:00 PM,7:30:00 PM,GSW,DET,CSN-BA,150,7.8,19,194,287,FSD,150,2,4,37,47,,
447,446,Fri,12/23/2016,8:00:00 PM,7:00:00 PM,WAS,MIL,CSN-W+,150,0.5,1,13,22,FSNWI,150,2.9,5,26,,,
448,447,Fri,12/23/2016,8:00:00 PM,7:00:00 PM,HOU,MEM,ROOT-SW,150,2.6,5,62,101,FSSE-MEM,150,1.92,2.9,12,,,
449,448,Fri,12/23/2016,8:00:00 PM,7:00:00 PM,MIA,NOP,FS-SUN,150,1.9,4,32,50,FSNO,150,2.16,3.3,14,,,
450,449,Fri,12/23/2016,8:00:00 PM,7:00:00 PM,SAC,MIN,CSN-S,150,1.5,3,21,35,FSNN-MIN+,150,0.9,2,16,23,,
451,450,Fri,12/23/2016,9:00:00 PM,7:00:00 PM,ATL,DEN,FSSE-ATL,165,1.3,2,30,39,ASE2,150,0.1,1,2,3,,
452,451,Fri,12/23/2016,9:00:00 PM,7:00:00 PM,TOR,UTA,TSN4/5,NA,,NA,NA,NA,ROOT-RM,150,4.28,9.3,39.2,,,TSN4/5
453,452,Fri,12/23/2016,9:00:00 PM,7:00:00 PM,PHI,PHX,CSN-P,165,1.7,3,49,60,FSA+,165,1.1,2,22,37,,
454,453,Fri,12/23/2016,10:00:00 PM,7:00:00 PM,SAS,POR,FSSW-SA,150,4.2,8,40,NA,CSN-POR,150,2.6,5,30,47,,
455,454,Fri,12/23/2016,10:30:00 PM,7:30:00 PM,DAL,LAC,FSSW-DAL,150,1.1,3,29,41,FSNP,150,1.5,3,80,116,NBA TV,
460,455,Sun,12/25/2016,12:00:00 PM,12:00:00 PM,BOS,NYK,CSN-NE,150,1.5,5,35,45,MSG,165,1.1,3,84,148,ESPN,
456,456,Sun,12/25/2016,2:30:00 PM,2:30:00 PM,GSW,CLE,,NA,,NA,NA,NA,,NA,,,,,ABC,
457,457,Sun,12/25/2016,5:00:00 PM,4:00:00 PM,CHI,SAS,,NA,,NA,NA,NA,,NA,,,,,ABC,
458,458,Sun,12/25/2016,8:00:00 PM,7:00:00 PM,MIN,OKC,,NA,,NA,NA,NA,FSOK,150,4.33,6.7,31.3,,ESPN,
459,459,Sun,12/25/2016,10:30:00 PM,7:30:00 PM,LAC,LAL,FSNP,165,0.6,1,35,58,SpecSN/D,150,0.5,1,27,51,ESPN,
461,460,Mon,12/26/2016,7:00:00 PM,7:00:00 PM,MIL,WAS,FSNWI,150,2.6,4,23,NA,CSN-W,150,0.8,2,20,24,,
462,461,Mon,12/26/2016,7:00:00 PM,7:00:00 PM,MEM,ORL,FSSE-MEM,150,1.38,2,8.7,NA,FSFL,150,0.9,1,13,16,,
463,462,Mon,12/26/2016,7:30:00 PM,7:30:00 PM,CHA,BRK,FSSE-CHA,150,0.93,1.5,11,15,YES,150,0.4,1,30,35,,
464,463,Mon,12/26/2016,7:30:00 PM,7:30:00 PM,CLE,DET,FSO,150,7.4,12,111,189,FSD,150,0.6,1,10,16,,
465,464,Mon,12/26/2016,8:00:00 PM,7:00:00 PM,IND,CHI,FSI,150,3.4,5,36,NA,CSN-C,150,1.9,4,67,84,NBA TV,
466,465,Mon,12/26/2016,8:00:00 PM,7:00:00 PM,DAL,NOP,FSSW-DAL,150,0.2,0,5,6,FSNO,150,1.71,2.6,10.9,,,
467,466,Mon,12/26/2016,8:00:00 PM,7:00:00 PM,PHX,HOU,FSA,135,0.9,2,17,29,ROOT-SW,150,1.6,3,40,49,,
468,467,Mon,12/26/2016,8:00:00 PM,7:00:00 PM,ATL,MIN,FSSE-ATL,135,0.7,1,18,24,FSNN-MIN,135,1.9,3,34,48,,
469,468,Mon,12/26/2016,10:00:00 PM,7:00:00 PM,TOR,POR,SN1,NA,,NA,NA,NA,CSN-POR,150,2.6,4,30,49,,SN1
470,469,Mon,12/26/2016,10:30:00 PM,7:30:00 PM,DEN,LAC,ASE,150,0.56,1,10,15,FSNP,150,1,2,54,76,NBA TV,
471,470,Mon,12/26/2016,10:30:00 PM,7:30:00 PM,PHI,SAC,CSN-P,150,1,2,30,33,CSN-S,150,1.4,2,19,39,,
472,471,Tue,12/27/2016,7:30:00 PM,7:30:00 PM,MEM,BOS,FSSE-MEM,150,2.12,2.9,13.4,NA,CSN-NE,150,2.2,4,54,66,,
473,472,Tue,12/27/2016,7:30:00 PM,7:30:00 PM,OKC,MIA,FSOK,150,8,12.1,57.7,NA,FS-SUN,150,2.6,5,44,63,NBA TV,
474,473,Tue,12/27/2016,8:30:00 PM,7:30:00 PM,HOU,DAL,ROOT-SW,150,2.4,4,59,87,FSSW-DAL,150,0.7,1,18,20,,
475,474,Tue,12/27/2016,10:30:00 PM,7:30:00 PM,UTA,LAL,ROOT-RM,150,3.65,7.8,33.5,NA,SpecSN/D,150,2.2,4,123,178,NBA TV,
476,475,Wed,12/28/2016,7:00:00 PM,7:00:00 PM,IND,WAS,FSI,150,2.2,4,24,NA,CSN-W,150,1.2,2,30,36,,
477,476,Wed,12/28/2016,7:00:00 PM,7:00:00 PM,CHA,ORL,FSSE-CHA,150,0.78,1.5,9.4,12,FSFL,135,0.8,1,12,14,,
478,477,Wed,12/28/2016,7:30:00 PM,7:30:00 PM,NYK,ATL,MSG,180,2.8,5,207,282,FSSE-ATL,180,2.5,4,61,81,,
479,478,Wed,12/28/2016,7:30:00 PM,7:30:00 PM,MIL,DET,FSNWI,135,3.1,5,27,NA,FSD,135,1,2,18,21,,
480,479,Wed,12/28/2016,8:00:00 PM,7:00:00 PM,BRK,CHI,YES,150,0.3,1,25,39,CSN-C,150,2.2,4,78,109,,
481,480,Wed,12/28/2016,8:00:00 PM,7:00:00 PM,LAC,NOP,FSNP,150,0.8,2,42,53,FSNO,150,2.38,3.5,15.4,,NBA TV,
482,481,Wed,12/28/2016,8:30:00 PM,7:30:00 PM,PHX,SAS,FSA,135,1.6,3,30,47,FSSW-SA,150,4.4,8,41,,,
483,482,Wed,12/28/2016,9:00:00 PM,7:00:00 PM,MIN,DEN,FSNN-MIN,135,2,4,35,46,ASE,135,1,2,16,19,,
484,483,Wed,12/28/2016,10:00:00 PM,7:00:00 PM,SAC,POR,CSN-S,150,1.6,3,23,34,CSN-POR,150,2.6,5,30,47,,
485,484,Wed,12/28/2016,10:30:00 PM,7:30:00 PM,TOR,GSW,SN1,NA,,NA,NA,NA,CSN-BA,150,10.3,21,257,390,NBA TV,SN1
486,485,Thu,12/29/2016,7:00:00 PM,7:00:00 PM,MIA,CHA,FS-SUN,135,1.8,3,30,48,FSSE-CHA,150,1.15,2,13.7,20,,
487,486,Thu,12/29/2016,8:00:00 PM,7:00:00 PM,OKC,MEM,FSOK,150,5.56,8.3,40.1,NA,FSSE-MEM,150,1.8,2.6,11.3,,,
488,487,Thu,12/29/2016,8:00:00 PM,8:00:00 PM,BOS,CLE,,NA,,NA,NA,NA,FSO,165,8.7,15,131,199,TNT,
489,488,Thu,12/29/2016,9:00:00 PM,7:00:00 PM,PHI,UTA,CSN-P,150,1.3,2,38,48,ROOT-RM,150,4.5,9.1,41.4,,,
490,489,Thu,12/29/2016,9:00:00 PM,7:00:00 PM,TOR,PHX,TSN2,NA,,NA,NA,NA,FSA,150,1.2,2,23,35,,TSN2
491,490,Thu,12/29/2016,10:30:00 PM,7:30:00 PM,DAL,LAL,,NA,,NA,NA,NA,,NA,,,,,TNT,
492,491,Fri,12/30/2016,4:00:00 PM,4:00:00 PM,CHI,IND,CSN-C,150,1.6,4,57,66,FSI,150,2.8,5,31,,,
493,492,Fri,12/30/2016,7:00:00 PM,7:00:00 PM,BRK,WAS,YES,135,0.4,1,26,32,CSN-W,135,1.1,2,28,44,,
494,493,Fri,12/30/2016,7:30:00 PM,7:30:00 PM,MIA,BOS,FS-SUN,150,1.5,3,25,38,CSN-NE,150,2.2,4,54,78,,
495,494,Fri,12/30/2016,8:00:00 PM,7:00:00 PM,NYK,NOP,MSG,135,1.8,3,133,185,FSNO,150,1.17,1.9,7.4,,,
496,495,Fri,12/30/2016,8:00:00 PM,7:00:00 PM,LAC,HOU,FSNP,150,1.1,2,60,96,ROOT-SW,150,2.1,4,51,81,NBA TV,
497,496,Fri,12/30/2016,8:00:00 PM,7:00:00 PM,MIL,MIN,FSNWI,135,2.1,4,19,NA,FSNN-MIN,135,2.2,5,39,61,,
498,497,Fri,12/30/2016,8:00:00 PM,8:00:00 PM,DET,ATL,FSD,150,0.5,1,10,12,FSSE-ATL,150,1.6,3,38,45,,
499,498,Fri,12/30/2016,8:30:00 PM,7:30:00 PM,POR,SAS,CSN-POR,150,1.8,3,21,37,FSSW-SA,150,6.1,11,57,,,
500,499,Fri,12/30/2016,9:00:00 PM,7:00:00 PM,PHI,DEN,TCN-P,165,1.4,3,41,62,ASE,165,0.6,1,10,12,,
501,500,Fri,12/30/2016,10:30:00 PM,7:30:00 PM,DAL,GSW,FSSW-DAL,135,1.1,2,29,28,CSN-BA,135,8.7,18,217,330,,
502,501,Sat,12/31/2016,5:00:00 PM,2:00:00 PM,MEM,SAC,FSSE-MEM,150,1.12,1.5,7.1,NA,CSN-S,135,0.8,2,11,12,,
503,502,Sat,12/31/2016,7:00:00 PM,6:00:00 PM,MIL,CHI,FSNWI,150,2.3,5,21,NA,WGN,150,2.4,5,84,120,,
505,503,Sat,12/31/2016,8:00:00 PM,7:00:00 PM,NYK,HOU,MSG,150,1.6,3,117,170,ROOT-SW,150,2.4,5,59,84,,
504,504,Sat,12/31/2016,7:00:00 PM,7:00:00 PM,CLE,CHA,FSO,135,4.2,8,63,95,FSSE-CHA,135,0.5,1.111111111,6.1,6,,
506,505,Sat,12/31/2016,8:00:00 PM,6:00:00 PM,PHX,UTA,FSA,150,0.7,1,13,16,ROOT-RM,150,4.85,10.1,44.4,,,
507,506,Sat,12/31/2016,8:00:00 PM,7:00:00 PM,LAC,OKC,FSNP,150,0.8,2,42,63,FSOK,150,7.21,12.2,52,,NBA TV,
508,507,Sun,1/1/2017,6:00:00 PM,6:00:00 PM,SAS,ATL,FSSW-SA,180,3.5,6,33,NA,FSSE-ATL,180,0.4,1,10,10,,
509,508,Sun,1/1/2017,6:00:00 PM,6:00:00 PM,DET,MIA,FSD,150,0.4,1,7,15,FS-SUN,150,1.3,2,21,46,,
510,509,Sun,1/1/2017,6:00:00 PM,6:00:00 PM,ORL,IND,FSFL,150,0.3,1,5,7,FSI,135,2.4,4,26,,,
511,510,Sun,1/1/2017,7:00:00 PM,6:00:00 PM,POR,MIN,CSN-POR,150,1.6,3,19,26,FSNN-MIN,150,1.1,2,20,28,,
512,511,Sun,1/1/2017,9:30:00 PM,6:30:00 PM,TOR,LAL,TSN2,NA,,NA,NA,NA,SpecSN/D,150,1.3,2,74,116,,TSN2
513,512,Mon,1/2/2017,7:00:00 PM,6:00:00 PM,OKC,MIL,FSOK,150,5.73,8.4,41.3,NA,FSNWI,150,1.9,3,17,,,
514,513,Mon,1/2/2017,7:00:00 PM,7:00:00 PM,NOP,CLE,FSNO,150,0.88,1.3,5.4,NA,FSO,135,7.1,11,107,172,,
515,514,Mon,1/2/2017,7:30:00 PM,7:30:00 PM,UTA,BRK,ROOT-RM,150,3.4,6.1,31.1,NA,YES,135,0.3,0,21,26,,
516,515,Mon,1/2/2017,7:30:00 PM,7:30:00 PM,ORL,NYK,FSFL,150,1,2,16,21,MSG,150,1.5,2,112,154,,
517,516,Mon,1/2/2017,8:00:00 PM,7:00:00 PM,CHA,CHI,FSSE-CHA,150,1.66,2.5,19.8,28,CSN-C,150,2.5,4,85,140,NBA TV,
518,517,Mon,1/2/2017,8:00:00 PM,7:00:00 PM,WAS,HOU,CSN-W,135,1.5,2,38,51,ROOT-SW,150,2.5,4,61,89,,
519,518,Mon,1/2/2017,10:30:00 PM,7:30:00 PM,PHX,LAC,FSA,150,0.8,1,15,25,FSNP,165,0.6,1,35,44,,
520,519,Mon,1/2/2017,10:30:00 PM,7:30:00 PM,DEN,GSW,ASE,150,0.6,1,10,11,CSN-BA,135,10.7,19,267,412,,
521,520,Tue,1/3/2017,7:00:00 PM,7:00:00 PM,MIN,PHI,FSNN-MIN,150,1.1,2,19,24,CSN-P,150,2.1,3,61,76,,
522,521,Tue,1/3/2017,7:30:00 PM,7:30:00 PM,UTA,BOS,ROOT-RM,150,3.88,7.6,35.6,NA,CSN-NE,150,2.4,4,59,77,NBA TV,
523,522,Tue,1/3/2017,7:30:00 PM,7:30:00 PM,IND,DET,FSI,150,3.2,5,35,NA,FSD,150,0.8,1,15,18,,
524,523,Tue,1/3/2017,8:30:00 PM,7:30:00 PM,WAS,DAL,CSN-W+,135,0.2,0,5,5,FSSW-DAL,150,0.9,1,24,32,,
525,524,Tue,1/3/2017,8:30:00 PM,7:30:00 PM,TOR,SAS,SN1,NA,,NA,NA,NA,FSSW-SA,135,5.9,9,55,,,SN1
526,525,Tue,1/3/2017,9:00:00 PM,7:00:00 PM,SAC,DEN,CSN-S,135,1.3,2,19,24,ASE,135,1,2,16,22,,
527,526,Tue,1/3/2017,9:00:00 PM,7:00:00 PM,MIA,PHX,FS-SUN,150,1.8,3,30,40,FSA,135,1.1,2,21,34,,
528,527,Tue,1/3/2017,10:30:00 PM,7:30:00 PM,MEM,LAL,FSSE-MEM,150,1.56,2.4,10,NA,SpecSN/D,150,2,3,111,146,NBA TV,
529,528,Wed,1/4/2017,7:00:00 PM,7:00:00 PM,OKC,CHA,FSOK,165,6.1,9.090909091,44.09090909,NA,FSSE-CHA,165,1.690909091,2.727272727,19.90909091,25,,
530,529,Wed,1/4/2017,7:00:00 PM,7:00:00 PM,ATL,ORL,FSSE-ATL,135,1.4,2,35,41,FSFL,150,0.7,1,11,17,,
531,530,Wed,1/4/2017,7:30:00 PM,7:30:00 PM,MIL,NYK,FSNWI,150,3.4,6,31,NA,MSG,150,1.9,3,139,170,,
532,531,Wed,1/4/2017,8:00:00 PM,8:00:00 PM,CHI,CLE,WGN,150,3.8,6,131,202,FSO,150,7.5,11,113,188,ESPN,
533,532,Wed,1/4/2017,10:30:00 PM,7:30:00 PM,MEM,LAC,FSSE-MEM,150,2.34,3.9,14.9,NA,FSNP,165,1.1,2,59,88,,
534,533,Wed,1/4/2017,10:30:00 PM,7:30:00 PM,POR,GSW,KGW,165,5,9,57,79,CSN-BA,165,8.8,16,218,311,ESPN,
535,534,Wed,1/4/2017,10:30:00 PM,7:30:00 PM,MIA,SAC,FS-SUN,165,1,2,17,24,CSN-S,150,0.8,1,11,16,,
536,535,Thu,1/5/2017,7:00:00 PM,7:00:00 PM,BRK,IND,YES,135,0.4,1,32,39,FSI,135,3.1,5,34,,,
537,536,Thu,1/5/2017,7:30:00 PM,7:30:00 PM,UTA,TOR,ROOT-RM,150,4.3,9,39,NA,SN1,NA,,,,,,SN1
538,537,Thu,1/5/2017,7:30:00 PM,7:30:00 PM,CHA,DET,FSSE-CHA,165,1.372727273,2.181818182,16.45454545,21,FSD,165,2,3,36,42,,
539,538,Thu,1/5/2017,8:00:00 PM,7:00:00 PM,ATL,NOP,FSSE-ATL,150,1.5,2,35,47,FSNO,150,2.4,3,16,,,
540,539,Thu,1/5/2017,8:00:00 PM,7:00:00 PM,OKC,HOU,FSOK,150,6.2,9,45,NA,,NA,,,,,TNT,
541,540,Thu,1/5/2017,8:30:00 PM,7:30:00 PM,PHX,DAL,FSA,150,1.5,2,28,42,FSSW-DAL,150,1.4,2,38,57,,
542,541,Thu,1/5/2017,10:00:00 PM,7:00:00 PM,LAL,POR,SpecSN/D,150,1.5,2,82,111,CSN-POR,150,2.2,4,25,30,,
543,542,Thu,1/5/2017,10:30:00 PM,8:30:00 PM,SAS,DEN,FSSW-SA,135,7,11,66,NA,,NA,,,,,TNT,
544,543,Fri,1/6/2017,7:00:00 PM,7:00:00 PM,MIN,WAS,FSNN-MIN,135,1.5,3,26,37,CSN-W,135,0.7,1,18,18,,
545,544,Fri,1/6/2017,7:00:00 PM,7:00:00 PM,HOU,ORL,ROOT-SW,135,1.7,3,42,60,FSFL,135,0.6,1,9,12,,
546,545,Fri,1/6/2017,7:30:00 PM,7:30:00 PM,PHI,BOS,CSN-P,165,2.6,4,77,94,CSN-NE,165,2.4,4,59,80,,
547,546,Fri,1/6/2017,7:30:00 PM,7:30:00 PM,CLE,BRK,FSO,150,9.4,15,141,243,YES,150,0.5,1,38,54,,
548,547,Fri,1/6/2017,8:00:00 PM,7:00:00 PM,NYK,MIL,MSG,165,1.8,3,131,164,,NA,,,,,ESPN,
549,548,Fri,1/6/2017,10:30:00 PM,7:30:00 PM,MIA,LAL,FS-SUN,165,1.6,4,27,35,SpecSN/D,150,1.4,3,78,115,,
550,549,Fri,1/6/2017,10:30:00 PM,7:30:00 PM,MEM,GSW,,NA,,NA,NA,NA,CSN-BA,180,8.5,16,213,311,ESPN,
551,550,Fri,1/6/2017,10:30:00 PM,7:30:00 PM,LAC,SAC,FSNP,150,0.7,1,41,54,CSN-S,150,1.8,3,25,48,,
552,551,Sat,1/7/2017,7:00:00 PM,7:00:00 PM,NYK,IND,MSG,150,1,1,71,88,FSI,150,2.5,4,28,,,
