GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,NAT TV,CN TV
1157,Tue,4/7/2015,8:00:00 PM,7:00:00 PM,GSW,NOP,CSN-BA,150,3.2,7,78,102,FSNO,150,2.33,3.5,14.9,,,
1158,Tue,4/7/2015,8:00:00 PM,7:00:00 PM,SAS,OKC,,,,,,,FSOK,150,1.49,2.4,10.4,,TNT,
1159,Tue,4/7/2015,10:00:00 PM,7:00:00 PM,MIN,SAC,FSNN-MIN,150,0.3,1,5,7,CSN-S,150,1.8,3,24,43,,
1160,Tue,4/7/2015,10:30:00 PM,7:30:00 PM,LAL,LAC,,,,,,,,,,,,,TNT,
1161,Wed,4/8/2015,7:00:00 PM,7:00:00 PM,TOR,CHA,,,,,,,,,,,,,ESPN,
1162,Wed,4/8/2015,7:00:00 PM,7:00:00 PM,CHI,ORL,CSN-C,150,5.5,10,193,285,FSFL,165,1.1,2,16,22,,
1163,Wed,4/8/2015,7:00:00 PM,7:00:00 PM,WAS,PHI,CSN-W,150,1,2,23,20,CSN-P,150,0.3,0,8,10,,
1164,Wed,4/8/2015,7:30:00 PM,7:30:00 PM,ATL,BRK,SSO-ATL,150,1.8,3,42,47,YES,,,,,,,
1165,Wed,4/8/2015,7:30:00 PM,7:30:00 PM,BOS,DET,CSN-NE,150,2.2,3,52,67,FSD,150,0.8,1,14,14,,
1166,Wed,4/8/2015,7:30:00 PM,7:30:00 PM,IND,NYK,FSI,150,2.7,5,30,,MSG,165,0.2,0,12,13,,
1167,Wed,4/8/2015,8:00:00 PM,7:00:00 PM,NOP,MEM,FSNO,135,1.577777778,2.333333333,9.888888889,,SSO-MEM,135,4.222222222,6.666666667,27.66666667,,,
1168,Wed,4/8/2015,8:00:00 PM,7:00:00 PM,CLE,MIL,FSO,150,9.9,15,146,199,FSNWI+,150,2.5,4,22,,,
1169,Wed,4/8/2015,8:30:00 PM,7:30:00 PM,HOU,SAS,ROOT,135,2.9,5,68,110,FSSW-SA,135,13.7,22,125,,,
1170,Wed,4/8/2015,9:00:00 PM,7:00:00 PM,LAL,DEN,TWC SN/TWC D,135,0.6,1,31,37,ASE,135,0.8,1,13,15,,
1171,Wed,4/8/2015,9:00:00 PM,7:00:00 PM,SAC,UTA,CSN-S,150,1.4,2,19,29,ROOT,150,3.57,6.9,32.2,,,
1172,Wed,4/8/2015,9:30:00 PM,8:30:00 PM,PHX,DAL,FSA,150,0.6,2,21,29,FSSW-DAL,165,1.5,3,40,42,ESPN,
1173,Wed,4/8/2015,10:00:00 PM,7:00:00 PM,MIN,POR,FSNN-MIN,135,0.4,1,6,10,CSN-POR,150,3.5,6,41,58,,
1174,Thu,4/9/2015,8:00:00 PM,8:00:00 PM,CHI,MIA,WPWR,150,3.5,6,122,191,,,,,,,TNT,
1175,Thu,4/9/2015,10:30:00 PM,7:30:00 PM,POR,GSW,,,,,,,,,,,,,TNT,
1176,Fri,4/10/2015,7:00:00 PM,7:00:00 PM,TOR,ORL,,,,,,,FSFL,150,0.4,1,6,9,,
1177,Fri,4/10/2015,7:30:00 PM,7:30:00 PM,CHA,ATL,SSO-CHA,150,0.21,0.5,3,3,SSO-ATL,135,1.5,2,34,46,,
1178,Fri,4/10/2015,7:30:00 PM,7:30:00 PM,WAS,BRK,CSN-W,150,0.8,2,20,22,YES,150,0.1,0,7,10,,
1179,Fri,4/10/2015,7:30:00 PM,7:30:00 PM,BOS,CLE,CSN-NE,150,2.4,4,58,66,FSO,150,9,16,132,201,,
1180,Fri,4/10/2015,7:30:00 PM,7:30:00 PM,IND,DET,FSI,150,3.5,7,38,,FSD,120,1.6,3,30,73,,
1181,Fri,4/10/2015,7:30:00 PM,7:30:00 PM,MIL,NYK,FSNWI+,180,2.9,5.583333333,25.91666667,,MSG,150,0.3,0,21,34,,
1182,Fri,4/10/2015,8:00:00 PM,7:00:00 PM,SAS,HOU,KENS,165,16.9,29,155,,ROOT,165,3.8,7,88,127,NBA TV,
1183,Fri,4/10/2015,8:00:00 PM,7:00:00 PM,PHX,NOP,FSA,135,1,2,18,21,FSNO,150,2.1,3.4,13.4,,,
1184,Fri,4/10/2015,8:00:00 PM,7:00:00 PM,SAC,OKC,CSN-S,150,0.9,2,12,19,FSOK,150,6.14,10.5,43.3,,,
1185,Fri,4/10/2015,9:00:00 PM,7:00:00 PM,DAL,DEN,FSSW-DAL,180,2.4,5,63,81,ASE,150,0.7,1,10,13,,
1186,Fri,4/10/2015,9:00:00 PM,7:00:00 PM,MEM,UTA,SSO-MEM,150,3.42,5.4,22.3,,ROOT,150,3.51,7.5,31.3,,,
1187,Fri,4/10/2015,10:30:00 PM,7:30:00 PM,MIN,LAL,FSNN-MIN,150,0.5,1,9,10,TWC SN/TWC D,135,0.8,2,46,58,NBA TV,
1188,Sat,4/11/2015,7:00:00 PM,7:00:00 PM,NYK,ORL,MSG,165,0.2,0,16,20,FSFL,165,0.6,1,9,11,,
1189,Sat,4/11/2015,7:30:00 PM,7:30:00 PM,TOR,MIA,,,,,,,SunSpM,150,4.9,9,80,112,NBA TV,
1190,Sat,4/11/2015,8:00:00 PM,7:00:00 PM,PHI,CHI,CSN-P,150,0.3,0,8,8,CSN-C,165,4.9,9,170,257,,
1191,Sat,4/11/2015,10:00:00 PM,7:00:00 PM,MEM,LAC,SSO-MEM,150,4.24,7,27.8,,FSNP,150,1.2,2,66,104,NBA TV,
1192,Sat,4/11/2015,10:00:00 PM,7:00:00 PM,UTA,POR,ROOT,150,3.71,8.1,33.2,,KGW,150,5.4,10,62,98,,
1193,Sat,4/11/2015,10:30:00 PM,7:30:00 PM,MIN,GSW,FSNN-MIN,150,0.2,1,4,4,CSN-BA,135,1.3,3,32,46,,
1194,Sun,4/12/2015,3:00:00 PM,2:00:00 PM,BRK,MIL,YES,135,0.4,1,33,38,FSNWI+,,,,,,,
1195,Sun,4/12/2015,3:00:00 PM,3:00:00 PM,CLE,BOS,FSO,135,3.4,7,49,74,CSN-NE,135,1.6,4,40,48,,
1196,Sun,4/12/2015,3:30:00 PM,3:30:00 PM,CHA,DET,SSO-CHA,150,0.28,0.6,2.8,4,FSD,150,0.8,2,14,13,,
1197,Sun,4/12/2015,5:00:00 PM,3:00:00 PM,SAC,DEN,CSN-S,150,0.6,1,7,11,ASE,150,0.4,1,6,8,,
1198,Sun,4/12/2015,6:00:00 PM,6:00:00 PM,OKC,IND,FSOK,150,7.06,12,49.7,,FSI,165,3.1,6,34,,,
1199,Sun,4/12/2015,6:00:00 PM,6:00:00 PM,ATL,WAS,SSO-ATL,150,1.6,3,37,54,CSN-W,150,0.8,2,20,27,,
1200,Sun,4/12/2015,7:00:00 PM,6:00:00 PM,NOP,HOU,FSNO,150,3.85,5.7,24.6,,ROOT,150,3.9,6,89,128,NBA TV,
1201,Sun,4/12/2015,7:00:00 PM,6:00:00 PM,PHX,SAS,FSA,120,1.7,3,31,50,FSSW-SA,150,12.4,21,113,,,
1202,Sun,4/12/2015,9:30:00 PM,6:30:00 PM,DAL,LAL,FSSW-DAL,150,2.7,5,70,109,TWC SN/TWC D,150,0.8,1,43,55,NBA TV,
1203,Mon,4/13/2015,7:00:00 PM,7:00:00 PM,HOU,CHA,ROOT,150,1.5,3,34,48,SSO-CHA,150,0.54,1.1,6.3,8,,
1204,Mon,4/13/2015,7:00:00 PM,7:00:00 PM,DET,CLE,FSD,135,0.9,1,16,18,FSO,135,5.7,9,84,117,,
1205,Mon,4/13/2015,7:00:00 PM,7:00:00 PM,MIL,PHI,FSNWI,135,1.8,3,16,,CSN-P,165,0.6,1,17,17,,
1206,Mon,4/13/2015,7:30:00 PM,7:30:00 PM,NYK,ATL,MSG,135,0.7,1,50,76,SSO-ATL,165,2.2,3,51,80,,
1207,Mon,4/13/2015,7:30:00 PM,7:30:00 PM,CHI,BRK,CSN-C,150,4.5,8,157,207,YES,135,0.7,1,50,76,,
1208,Mon,4/13/2015,7:30:00 PM,7:30:00 PM,ORL,MIA,FSFL,150,0.7,1,10,14,SunSpM,165,4.4,7,72,107,,
1209,Mon,4/13/2015,8:00:00 PM,7:00:00 PM,NOP,MIN,FSNO,150,3.01,4.3,19.4,,,,,,,,,
1210,Mon,4/13/2015,8:00:00 PM,7:00:00 PM,POR,OKC,KGW,150,7.1,13,82,125,FSOK,150,8.17,12.1,57.6,,NBA TV,
1211,Mon,4/13/2015,9:00:00 PM,7:00:00 PM,DAL,UTA,FSSW-DAL,150,1.9,3,49,58,ROOT,150,3.24,6.4,28.9,,,
1212,Mon,4/13/2015,10:00:00 PM,7:00:00 PM,LAL,SAC,TWC SN/TWC D,135,0.6,1,31,38,CSN-S,135,1.6,2,22,36,,
1213,Mon,4/13/2015,10:30:00 PM,7:30:00 PM,MEM,GSW,SSO-MEM,150,4.47,7.6,29.2,,CSN-BA,150,4.3,7,107,155,NBA TV,
1214,Mon,4/13/2015,10:30:00 PM,7:30:00 PM,DEN,LAC,ASE,150,0.4,1,6,6,FSNP,150,0.9,1,49,67,,
1215,Tue,4/14/2015,7:30:00 PM,7:30:00 PM,TOR,BOS,,,,,,,CSN-NE,150,2.5,4,61,88,,
1216,Tue,4/14/2015,8:00:00 PM,8:00:00 PM,WAS,IND,,,,,,,,,,,,,TNT,
1217,Tue,4/14/2015,10:30:00 PM,7:30:00 PM,LAC,PHX,FSNP,150,0.9,1,48,69,,,,,,,TNT,
1218,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,ATL,CHI,SSO-ATL,150,2.8,4,64,101,CSN-C,150,1.4,2,50,62,,
1219,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,POR,DAL,CSN-POR,150,2.2,5,26,33,FSSW-DAL,150,2.3,4,60,70,,
1220,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,UTA,HOU,ROOT,150,2.2,4.1,19.4,,ROOT,135,3.2,5,73,112,,
1221,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,IND,MEM,FSI,150,2.9,6,31,,SSO-MEM,150,1.01,1.6,6.8,,,
1222,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,BOS,MIL,CSN-NE,135,2.1,3,52,71,FSNWI+,150,0.3,0,2,,,
1223,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,OKC,MIN,FSOK,150,10.25,16.6,72.1,,FSNN-MIN,,,,,,,
1224,Wed,4/15/2015,8:00:00 PM,7:00:00 PM,SAS,NOP,FSSW-SA,150,13.1,21,119,,FSNO,150,6.63,9,42.6,,,
1225,Wed,4/15/2015,8:00:00 PM,8:00:00 PM,ORL,BRK,FSFL,150,1.3,2,20,24,YES,,,,,,,
1226,Wed,4/15/2015,8:00:00 PM,8:00:00 PM,WAS,CLE,CSN-W,165,0.6,1,13,16,FSO,165,7.2,11,106,134,,
1227,Wed,4/15/2015,8:00:00 PM,8:00:00 PM,DET,NYK,FSD,150,0.6,1,11,11,MSG,150,0.2,0,18,15,,
1228,Wed,4/15/2015,8:00:00 PM,8:00:00 PM,MIA,PHI,SunSpM,165,3.4,6,56,68,CSN-P,150,0.8,1,22,29,,
1229,Wed,4/15/2015,8:00:00 PM,8:00:00 PM,CHA,TOR,,,,,,,,,,,,,ESPN,
1230,Wed,4/15/2015,10:30:00 PM,7:30:00 PM,DEN,GSW,ASE,165,0.4,1,6,8,CSN-BA,165,3.6,6,88,135,ESPN,
1231,Wed,4/15/2015,10:30:00 PM,7:30:00 PM,SAC,LAL,CSN-S,150,1.9,3,26,35,TWC SN/TWC D,150,0.7,1,39,55,,
1,Tue,10/29/2013,7:00:00 PM,7:00:00 PM,ORL,IND,FSFL,165,1.6,3,25,44,FSI,150,4.8,8,53,NA,,
2,Tue,10/29/2013,8:00:00 PM,8:00:00 PM,CHI,MIA,,,,,,,,,,,,,TNT,
3,Tue,10/29/2013,10:30:00 PM,7:30:00 PM,LAC,LAL,,,,,,,,,,,,,TNT,
4,Wed,10/30/2013,7:00:00 PM,7:00:00 PM,BRK,CLE,YES,150,1.6,3,118,158,FSO,150,6.8,11,101,147,NBA TV,
5,Wed,10/30/2013,7:00:00 PM,7:00:00 PM,MIA,PHI,SunSpM,150,7.9,13,131,187,CSN-P,150,2.1,3,64,84,,
6,Wed,10/30/2013,7:00:00 PM,7:00:00 PM,BOS,TOR,CSN-NE,150,0.7,1,18,21,TSN2,,,,,,,TSN2
7,Wed,10/30/2013,7:30:00 PM,7:30:00 PM,WAS,DET,CSN-W,150,1.7,3,40,53,FSD,150,5.2,8,96,131,,
8,Wed,10/30/2013,7:30:00 PM,7:30:00 PM,MIL,NYK,FSNWI,150,1,2,9,NA,MSG,150,3.3,5,248,312,,
9,Wed,10/30/2013,8:00:00 PM,7:00:00 PM,CHA,HOU,SSO-CHA,150,1.2,2.2,13.9,26,CSN-H,150,2.5,4,56,99,,
10,Wed,10/30/2013,8:00:00 PM,7:00:00 PM,ORL,MIN,FSFL,150,1.5,2,23,34,FSNN-MIN,150,4.4,8,77,91,,
11,Wed,10/30/2013,8:00:00 PM,7:00:00 PM,IND,NOP,FSI,150,3.4,5,38,NA,FSNO,150,0.75,1,4.6,NA,,
12,Wed,10/30/2013,8:30:00 PM,7:30:00 PM,ATL,DAL,FSS-ATL,150,1.4,2,33,44,FSSW-DAL,150,3,5,79,90,,
13,Wed,10/30/2013,8:30:00 PM,7:30:00 PM,MEM,SAS,SSO-MEM,150,2.3,3,15,NA,KENS,150,13.2,21,120,NA,,
14,Wed,10/30/2013,9:00:00 PM,7:00:00 PM,OKC,UTA,FSOK,150,9.7,14,71,NA,ROOT,150,4.8,9,44,NA,,
15,Wed,10/30/2013,10:00:00 PM,7:00:00 PM,POR,PHX,KGW,150,5.8,10,69,100,FSA,150,2,3,38,55,,
16,Wed,10/30/2013,10:00:00 PM,7:00:00 PM,DEN,SAC,ASE,150,3,6,47,58,KXTV,150,7.4,12,102,149,,
17,Wed,10/30/2013,10:30:00 PM,7:30:00 PM,LAL,GSW,TWC SN/TWC D,150,4.2,7,240,331,CSN-BA,150,4.4,8,110,166,NBA TV,
18,Thu,10/31/2013,8:00:00 PM,7:00:00 PM,NYK,CHI,,,,,,,,,,,,,TNT,
19,Thu,10/31/2013,10:30:00 PM,7:30:00 PM,GSW,LAC,,,,,,,,,,,,,TNT,
20,Fri,11/1/2013,7:00:00 PM,7:00:00 PM,CLE,CHA,FSO,150,4.7,9,70,91,SSO-CHA,165,1.1,2,13,18,,
21,Fri,11/1/2013,7:00:00 PM,7:00:00 PM,NOP,ORL,FSNO,150,2.1,3,13,NA,FSFL,150,0.7,1,10,9,,
22,Fri,11/1/2013,7:00:00 PM,7:00:00 PM,PHI,WAS,TCN-P,165,1.1,2,33,46,CSN-W,150,1.5,3,36,46,,
23,Fri,11/1/2013,7:30:00 PM,7:30:00 PM,TOR,ATL,SNET1,,,,,,FSS-ATL,150,1.1,2,26,31,,SNET1
24,Fri,11/1/2013,7:30:00 PM,7:30:00 PM,MIL,BOS,FSNWI,165,1.1,2,10,NA,CSN-NE,150,3.3,6,80,114,,
25,Fri,11/1/2013,8:00:00 PM,7:00:00 PM,DAL,HOU,FSSW-DAL,165,2.6,5,69,82,CSN-H,165,2,4,46,65,,
26,Fri,11/1/2013,8:00:00 PM,7:00:00 PM,DET,MEM,FSD,150,4,7,74,112,SSO-MEM,180,3.7,6,25,NA,,
27,Fri,11/1/2013,8:00:00 PM,7:00:00 PM,OKC,MIN,FSOK,150,6.4,10,47,NA,FSNN-MIN,150,2.8,6,49,64,,
28,Fri,11/1/2013,8:00:00 PM,8:00:00 PM,MIA,BRK,SunSpM,195,5,9,83,119,YES,195,1.8,3,133,168,ESPN,
29,Fri,11/1/2013,9:00:00 PM,7:00:00 PM,POR,DEN,CSN-POR,150,1.9,4,23,38,ASE,165,2.4,5,37,41,,
30,Fri,11/1/2013,10:00:00 PM,7:00:00 PM,UTA,PHX,ROOT,150,4.5,9,42,NA,FSA,150,2,4,38,62,,
31,Fri,11/1/2013,10:00:00 PM,7:00:00 PM,LAC,SAC,FSNP,165,1.4,3,78,102,CSN-S,180,2.6,5,36,48,,
32,Fri,11/1/2013,10:30:00 PM,7:30:00 PM,SAS,LAL,KENS,165,8.8,19,79,NA,TWC SN/TWC D,165,2.3,4,130,209,ESPN,
33,Sat,11/2/2013,7:00:00 PM,7:00:00 PM,CLE,IND,FSO,150,3.5,6,52,92,FSI,150,3.1,5,35,NA,,
34,Sat,11/2/2013,7:30:00 PM,7:30:00 PM,CHI,PHI,WGN,135,8.5,16,301,444,CSN-P,135,1.4,2,42,63,NBA TV,
35,Sat,11/2/2013,8:00:00 PM,7:00:00 PM,CHA,NOP,SSO-CHA,150,1.4,3,9,12,FSNO,150,1.9,3,12,NA,,
36,Sat,11/2/2013,8:30:00 PM,7:30:00 PM,MEM,DAL,SSO-MEM,165,2.6,4,18,NA,FSSW-DAL,165,1.8,3,48,71,,
37,Sat,11/2/2013,8:30:00 PM,7:30:00 PM,TOR,MIL,TSN,,,,,,FSNWI,150,1.3,2,12,NA,,TSN
38,Sat,11/2/2013,9:00:00 PM,7:00:00 PM,HOU,UTA,CSN-H,165,1,2,24,36,ROOT,150,3.8,8,35,NA,,
39,Sat,11/2/2013,10:00:00 PM,7:00:00 PM,SAS,POR,FSSW-SA,150,4.7,9,43,NA,KGW,150,6.1,12,72,103,,
40,Sat,11/2/2013,10:30:00 PM,7:30:00 PM,SAC,GSW,CSN-S,165,2.6,5,36,50,CSN-BA,135,3,7,76,102,,
41,Sun,11/3/2013,6:00:00 PM,6:00:00 PM,BOS,DET,CSN-NE,150,0.7,1,18,33,FSD,150,3.1,5,57,91,,
42,Sun,11/3/2013,6:00:00 PM,6:00:00 PM,WAS,MIA,CSN-W,150,1.3,2,31,40,SunSpM,165,5.4,9,89,137,,
43,Sun,11/3/2013,6:00:00 PM,6:00:00 PM,BRK,ORL,YES,135,0.8,1,56,106,FSFL,150,0.7,1,11,18,,
44,Sun,11/3/2013,7:00:00 PM,6:00:00 PM,PHX,OKC,FSA,150,2,3,37,53,FSOK,165,9.8,14,72,NA,NBA TV,
45,Sun,11/3/2013,7:30:00 PM,7:30:00 PM,MIN,NYK,FSNN-MIN+,150,2.8,4,49,52,MSG,150,2.2,3,167,258,,
46,Sun,11/3/2013,9:30:00 PM,6:30:00 PM,ATL,LAL,FSS-ATL,150,0.4,1,9,12,TWC SN/TWC D,150,3.7,6,210,364,,
47,Mon,11/4/2013,7:00:00 PM,7:00:00 PM,MIN,CLE,FSNN-MIN,135,2.9,5,51,51,FSO,135,3.7,6,54,68,,
48,Mon,11/4/2013,7:00:00 PM,7:00:00 PM,GSW,PHI,CSN-BA,150,2.1,5,52,62,CSN-P,135,1.5,2,43,57,,
49,Mon,11/4/2013,8:00:00 PM,7:00:00 PM,BOS,MEM,CSN-NE,150,2.7,4,65,73,SSO-MEM,150,3.97,5.4,27,NA,,
50,Mon,11/4/2013,10:30:00 PM,7:30:00 PM,HOU,LAC,CSN-H,165,1.3,3,30,42,FSNP,165,3.3,5,188,251,NBA TV,
51,Tue,11/5/2013,7:00:00 PM,7:00:00 PM,MIA,TOR,SunSpM,165,7.2,11,119,183,TSN2,,,,,,,TSN2
52,Tue,11/5/2013,7:30:00 PM,7:30:00 PM,UTA,BRK,ROOT,150,3.3,7,31,NA,YES,150,0.9,1,68,100,,
53,Tue,11/5/2013,7:30:00 PM,7:30:00 PM,IND,DET,FSI,150,3.5,5,38,NA,FSD,150,3.3,5,62,90,,
54,Tue,11/5/2013,7:30:00 PM,7:30:00 PM,CHA,NYK,SSO-CHA,150,1.25,2.1,14.6,17.7,MSG,180,3.5,6,260,364,,
55,Tue,11/5/2013,8:00:00 PM,7:00:00 PM,PHX,NOP,FSA,150,1.5,3,29,38,FSNO,150,2.7,3.6,18,NA,,
56,Tue,11/5/2013,8:30:00 PM,7:30:00 PM,LAL,DAL,TWC SN/TWC D,135,2.8,5,159,230,FSSW-DAL,135,3.7,6,97,143,NBA TV,
57,Tue,11/5/2013,9:00:00 PM,7:00:00 PM,SAS,DEN,FSSW-SA,150,7.9,13,72,NA,ASE,150,2.6,5,40,52,,
58,Tue,11/5/2013,10:00:00 PM,7:00:00 PM,HOU,POR,CSN-H,165,1.1,2,26,40,CSN-POR,165,4.1,7,48,73,,
59,Tue,11/5/2013,10:00:00 PM,7:00:00 PM,ATL,SAC,FSS-ATL,150,0.9,2,20,24,CSN-S,180,2.6,4,36,50,,
60,Wed,11/6/2013,7:00:00 PM,7:00:00 PM,TOR,CHA,SNET,,,,,,SSO-CHA,150,0.8,1,10,14,,SNET
61,Wed,11/6/2013,7:00:00 PM,7:00:00 PM,CHI,IND,CSN-C,150,3.4,6,121,149,FSI,165,2.5,4,28,NA,ESPN,
62,Wed,11/6/2013,7:00:00 PM,7:00:00 PM,LAC,ORL,FSNP,150,1.5,4,85,119,FSFL,150,1.4,2,22,39,,
63,Wed,11/6/2013,7:00:00 PM,7:00:00 PM,WAS,PHI,CSN-W,135,0.9,2,21,27,CSN-P,135,1.4,2,41,48,,
64,Wed,11/6/2013,7:30:00 PM,7:30:00 PM,UTA,BOS,ROOT,150,2.8,6,26,NA,CSN-NE,150,2.7,4,65,80,,
65,Wed,11/6/2013,8:00:00 PM,7:00:00 PM,NOP,MEM,FSNO,150,2.6,4,17,NA,SSO-MEM,150,3.2,5,21,NA,,
66,Wed,11/6/2013,8:00:00 PM,7:00:00 PM,CLE,MIL,FSO,150,3.9,6,59,71,FSNWI,150,0.7,1,7,NA,,
67,Wed,11/6/2013,8:00:00 PM,7:00:00 PM,GSW,MIN,CSN-BA,150,3.3,7,82,108,FSNN-MIN,150,3.9,7,69,82,,
68,Wed,11/6/2013,8:30:00 PM,7:30:00 PM,PHX,SAS,FSA,135,1.5,3,29,46,FSSW-SA,135,7.6,12,66,NA,,
69,Wed,11/6/2013,9:30:00 PM,8:30:00 PM,DAL,OKC,FSSW-DAL,165,2,4,53,62,FSOK,150,7.2,11,52,NA,ESPN,
70,Thu,11/7/2013,7:00:00 PM,7:00:00 PM,LAC,MIA,,,,,,,,,,,,,TNT,
71,Thu,11/7/2013,9:00:00 PM,7:00:00 PM,ATL,DEN,FSS-ATL,150,1.1,2,27,30,ASE,150,2.3,4,36,50,,
72,Thu,11/7/2013,9:30:00 PM,8:30:00 PM,LAL,HOU,,,,,,,,,,,,,TNT,
73,Fri,11/8/2013,7:00:00 PM,7:00:00 PM,NYK,CHA,MSG,150,2.6,5,191,267,SSO-CHA,150,0.68,1.3,7.8,10.4,NBA TV,
74,Fri,11/8/2013,7:00:00 PM,7:00:00 PM,TOR,IND,TSN2,,,,,,FSI,135,3.9,7,43,NA,,TSN2
75,Fri,11/8/2013,7:00:00 PM,7:00:00 PM,BOS,ORL,CSN-NE,165,3.4,6,82,117,FSFL,165,1.8,3,26,36,,
76,Fri,11/8/2013,7:00:00 PM,7:00:00 PM,CLE,PHI,FSO,135,2.4,4,36,47,CSN-P,135,1.9,3,55,71,,
77,Fri,11/8/2013,7:00:00 PM,7:00:00 PM,BRK,WAS,YES,165,1,2,73,94,CSN-W,165,1.1,2,26,30,,
78,Fri,11/8/2013,7:30:00 PM,7:30:00 PM,OKC,DET,FSOK,165,3.3,5.272727273,24.18181818,NA,FSD,165,2.3,4,42,54,,
79,Fri,11/8/2013,8:00:00 PM,7:00:00 PM,UTA,CHI,ROOT,150,2.92,6.5,27,NA,CSN-C,150,4.2,8,149,219,,
80,Fri,11/8/2013,8:00:00 PM,7:00:00 PM,DAL,MIN,FSSW-DAL,150,1.9,4,52,72,FSNN-MIN,150,3,6,52,71,,
81,Fri,11/8/2013,8:00:00 PM,7:00:00 PM,LAL,NOP,TWC SN/TWC D,135,2.7,6,151,206,FSNO,150,4.22,6.1,27.6,NA,,
82,Fri,11/8/2013,8:30:00 PM,7:30:00 PM,GSW,SAS,CSN-BA,150,3.1,7,79,102,KENS,150,11.8,20,107,NA,,
83,Fri,11/8/2013,9:00:00 PM,7:00:00 PM,DEN,PHX,ASE2,150,0.98,2.22,15.4,18.7,FSA,150,1.9,4,36,51,,
84,Fri,11/8/2013,10:00:00 PM,7:00:00 PM,SAC,POR,CSN-S,150,2.2,4,31,36,CSN-POR,150,2.9,6,35,53,NBA TV,
85,Sat,11/9/2013,7:00:00 PM,7:00:00 PM,UTA,TOR,ROOT,150,1.9,4.4,17.6,NA,TSN2,,,,,,,TSN2
86,Sat,11/9/2013,7:30:00 PM,7:30:00 PM,ORL,ATL,FSFL,150,0.8,1,12,9,,,,,,,,
87,Sat,11/9/2013,7:30:00 PM,7:30:00 PM,IND,BRK,FSI,150,4.8,8,53,NA,YES,150,2.1,4,153,215,NBA TV,
88,Sat,11/9/2013,7:30:00 PM,7:30:00 PM,PHI,CLE,CSN-P,165,1.5,3,44,62,FSO,195,3.3,6,50,78,,
89,Sat,11/9/2013,7:30:00 PM,7:30:00 PM,BOS,MIA,CSN-NE,165,3,6,74,99,SunSpM,165,5.2,10,87,127,,
90,Sat,11/9/2013,8:00:00 PM,7:00:00 PM,LAC,HOU,FSNP,165,1.4,3,81,100,CSN-H,165,0.6,1,15,27,,
91,Sat,11/9/2013,8:00:00 PM,7:00:00 PM,GSW,MEM,CSN-BA,150,2.4,6,60,82,SSO-MEM,150,2.94,4.2,19.8,NA,,
92,Sat,11/9/2013,8:30:00 PM,7:30:00 PM,DAL,MIL,FSSW-DAL,150,0.7,1,18,21,FSNWI,150,0.7,1,6,NA,,
93,Sat,11/9/2013,10:00:00 PM,7:00:00 PM,POR,SAC,KGW,150,5,10,59,84,CSN-S,180,0,0,0,0,,
95,Sun,11/10/2013,7:00:00 PM,6:00:00 PM,WAS,OKC,CSN-W,165,0.9,1,21,23,FSOK,165,9.936363636,13.63636364,72.45454545,NA,,
96,Sun,11/10/2013,8:00:00 PM,6:00:00 PM,NOP,PHX,,,,,,,FSA,135,1.2,2,22,34,,
97,Sun,11/10/2013,9:30:00 PM,6:30:00 PM,MIN,LAL,FSNN-MIN,135,2.6,5,45,57,TWC SN/TWC D,135,2.3,4,129,199,,
94,Sun,11/10/2013,12:00:00 PM,12:00:00 PM,SAS,NYK,FSSW-SA,150,4.2,9,38,NA,MSG,150,1.5,3,109,149,,
98,Mon,11/11/2013,7:00:00 PM,7:00:00 PM,ATL,CHA,FSS-ATL,150,1.1,2,25,30,SSO-CHA,150,0.59,1,6.9,8.2,,
99,Mon,11/11/2013,7:00:00 PM,7:00:00 PM,MEM,IND,SSO-MEM,150,3.4,5,23,NA,FSI,150,5,7,55,NA,,
100,Mon,11/11/2013,7:00:00 PM,7:00:00 PM,SAS,PHI,FSSW-SA,135,5.3,9,48,NA,CSN-P,135,1.1,2,32,51,,
101,Mon,11/11/2013,7:30:00 PM,7:30:00 PM,ORL,BOS,FSFL,150,0.7,1,11,6,CSN-NE,135,3.6,6,87,110,,
102,Mon,11/11/2013,8:00:00 PM,7:00:00 PM,CLE,CHI,FSO,150,4,6,59,81,CSN-C,150,5.6,9,199,268,,
103,Mon,11/11/2013,8:00:00 PM,7:00:00 PM,TOR,HOU,SNET,,,,,,CSN-H,210,1.5,3,34,47,,SNET
104,Mon,11/11/2013,9:00:00 PM,7:00:00 PM,DEN,UTA,ASE,150,1.7,3,27,37,ROOT,150,3.7,7,34,NA,NBA TV,
105,Mon,11/11/2013,10:00:00 PM,7:00:00 PM,DET,POR,FSD,150,1.1,2,20,26,CSN-POR,150,3.1,5,36,50,,
106,Mon,11/11/2013,10:30:00 PM,7:30:00 PM,MIN,LAC,FSNN-MIN,150,2.4,5,41,44,FSNP,150,2.2,4,125,143,,
