Entering,Season,ATL,BOS,BRK,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
2016-6-20,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-21,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-22,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-23,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-24,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-25,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-26,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-27,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-28,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-29,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-6-30,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-1,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-2,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-3,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-4,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-5,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-6,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-7,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-8,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-9,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-10,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-11,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-12,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-13,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-14,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-15,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-16,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-17,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-18,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-19,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-20,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-21,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-22,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-23,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-24,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-25,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-26,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-27,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-28,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-29,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-30,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-7-31,2015-16,0.585365854,0.585365854,0.256097561,0.585365854,0.512195122,0.695121951,0.512195122,0.402439024,0.536585366,0.890243902,0.5,0.548780488,0.646341463,0.207317073,0.512195122,0.585365854,0.402439024,0.353658537,0.365853659,0.390243902,0.670731707,0.426829268,0.12195122,0.280487805,0.536585366,0.402439024,0.817073171,0.682926829,0.487804878,0.5
2016-8-1,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-2,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-3,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-4,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-5,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-6,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-7,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-8,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-9,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-10,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-11,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-12,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-13,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-14,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-15,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-16,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-17,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-18,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-19,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-20,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-21,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-22,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-23,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-24,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-25,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-26,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-27,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-28,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-29,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-30,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-8-31,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-1,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-2,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-3,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-4,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-5,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-6,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-7,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-8,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-9,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-10,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-9-11,2016-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
